,SLX.13007.i701_i502,SLX.13007.i701_i503
ENSMUSG00000010142,173,135
ENSMUSG00000010277,444,462
ENSMUSG00000010290,82,45
ENSMUSG00000010307,10,5
ENSMUSG00000010358,61,23
ENSMUSG00000010362,40,38
ENSMUSG00000010376,331,214
ENSMUSG00000010392,54,90
ENSMUSG00000010406,99,64
ENSMUSG00000010453,148,64
ENSMUSG00000010492,0,0
ENSMUSG00000010517,356,282
ENSMUSG00000010538,18,7
ENSMUSG00000010554,140,97
ENSMUSG00000010607,34,22
ENSMUSG00000010608,627,444
ENSMUSG00000010609,42,28
ENSMUSG00000010663,168,109
ENSMUSG00000010721,12,5
ENSMUSG00000010751,21,20
ENSMUSG00000010755,60,81
ENSMUSG00000010830,13,6
ENSMUSG00000010911,39,30
ENSMUSG00000010914,52,54
ENSMUSG00000010936,133,121
ENSMUSG00000011096,11,30
ENSMUSG00000011114,103,74
ENSMUSG00000011148,194,167
ENSMUSG00000011158,105,45
ENSMUSG00000011171,2,3
ENSMUSG00000011179,251,205
ENSMUSG00000011254,29,26
ENSMUSG00000011257,36,24
ENSMUSG00000011263,6,0
ENSMUSG00000011267,39,17
ENSMUSG00000011306,54,59
ENSMUSG00000011382,77,48
ENSMUSG00000011427,29,18
ENSMUSG00000011658,16,13
ENSMUSG00000011752,32,25
ENSMUSG00000011831,63,47
ENSMUSG00000011832,25,10
ENSMUSG00000011837,46,66
ENSMUSG00000011877,101,99
ENSMUSG00000011884,153,93
ENSMUSG00000011958,255,220
ENSMUSG00000011960,196,132
ENSMUSG00000012076,22,18
ENSMUSG00000012114,139,103
ENSMUSG00000012117,99,103
ENSMUSG00000012123,3,0
ENSMUSG00000012126,20,23
ENSMUSG00000012296,40,19
ENSMUSG00000012405,124,85
ENSMUSG00000012422,200,138
ENSMUSG00000012428,23,15
ENSMUSG00000012429,78,84
ENSMUSG00000012443,365,318
ENSMUSG00000012483,114,82
ENSMUSG00000012519,144,139
ENSMUSG00000012535,245,189
ENSMUSG00000012609,87,70
ENSMUSG00000012640,93,62
ENSMUSG00000012819,6,0
ENSMUSG00000012848,5751,3948
ENSMUSG00000013033,32,28
ENSMUSG00000013089,39,33
ENSMUSG00000013150,23,13
ENSMUSG00000013155,96,49
ENSMUSG00000013160,197,203
ENSMUSG00000013236,448,436
ENSMUSG00000013275,37,30
ENSMUSG00000013465,159,164
ENSMUSG00000013495,58,47
ENSMUSG00000013539,51,44
ENSMUSG00000013562,1,4
ENSMUSG00000013593,495,380
ENSMUSG00000013622,107,76
ENSMUSG00000013629,480,514
ENSMUSG00000013646,43,49
ENSMUSG00000013662,153,156
ENSMUSG00000013663,626,523
ENSMUSG00000013698,18,7
ENSMUSG00000013701,21,14
ENSMUSG00000013707,57,48
ENSMUSG00000013736,189,141
ENSMUSG00000013787,148,141
ENSMUSG00000013822,105,63
ENSMUSG00000013833,239,166
ENSMUSG00000013846,39,44
ENSMUSG00000013858,47,38
ENSMUSG00000013878,17,6
ENSMUSG00000013973,5,10
ENSMUSG00000013997,22,22
ENSMUSG00000014030,9,0
ENSMUSG00000014039,64,43
ENSMUSG00000014074,112,99
ENSMUSG00000014075,49,35
ENSMUSG00000014077,101,73
ENSMUSG00000014177,82,42
ENSMUSG00000014195,222,207
ENSMUSG00000014226,566,430
ENSMUSG00000014232,23,18
ENSMUSG00000014243,19,10
ENSMUSG00000014245,41,26
ENSMUSG00000014294,235,133
ENSMUSG00000014301,3,0
ENSMUSG00000014303,22,1
ENSMUSG00000014313,389,220
ENSMUSG00000014349,113,93
ENSMUSG00000014353,42,28
ENSMUSG00000014355,413,420
ENSMUSG00000014402,124,81
ENSMUSG00000014418,40,59
ENSMUSG00000014426,53,67
ENSMUSG00000014444,203,218
ENSMUSG00000014470,83,37
ENSMUSG00000014496,256,161
ENSMUSG00000014498,186,240
ENSMUSG00000014503,7,1
ENSMUSG00000014504,213,131
ENSMUSG00000014547,204,218
ENSMUSG00000014550,88,37
ENSMUSG00000014551,109,61
ENSMUSG00000014554,63,41
ENSMUSG00000014592,74,48
ENSMUSG00000014601,111,63
ENSMUSG00000014606,235,183
ENSMUSG00000014633,55,32
ENSMUSG00000014668,73,53
ENSMUSG00000014686,2,1
ENSMUSG00000014748,135,97
ENSMUSG00000014763,151,128
ENSMUSG00000014767,133,75
ENSMUSG00000014769,943,664
ENSMUSG00000014773,3,1
ENSMUSG00000014778,30,21
ENSMUSG00000014786,3,2
ENSMUSG00000014791,12,1
ENSMUSG00000014837,20,21
ENSMUSG00000014850,66,63
ENSMUSG00000014856,115,64
ENSMUSG00000014859,155,134
ENSMUSG00000014867,602,447
ENSMUSG00000014873,53,39
ENSMUSG00000014905,31,8
ENSMUSG00000014907,39,32
ENSMUSG00000014956,469,332
ENSMUSG00000014959,199,135
ENSMUSG00000014980,25,25
ENSMUSG00000015002,150,132
ENSMUSG00000015013,50,62
ENSMUSG00000015016,32,29
ENSMUSG00000015023,67,41
ENSMUSG00000015027,33,27
ENSMUSG00000015053,6,12
ENSMUSG00000015083,5,1
ENSMUSG00000015087,191,185
ENSMUSG00000015090,39,18
ENSMUSG00000015092,208,140
ENSMUSG00000015095,72,54
ENSMUSG00000015112,39,26
ENSMUSG00000015120,217,184
ENSMUSG00000015126,57,34
ENSMUSG00000015127,24,20
ENSMUSG00000015133,172,108
ENSMUSG00000015134,6,5
ENSMUSG00000015143,2,8
ENSMUSG00000015149,44,55
ENSMUSG00000015165,575,502
ENSMUSG00000015176,448,393
ENSMUSG00000015189,115,80
ENSMUSG00000015202,12,16
ENSMUSG00000015214,76,52
ENSMUSG00000015217,38,29
ENSMUSG00000015243,32,23
ENSMUSG00000015247,549,456
ENSMUSG00000015289,92,88
ENSMUSG00000015290,158,118
ENSMUSG00000015291,128,121
ENSMUSG00000015305,4,3
ENSMUSG00000015312,6,2
ENSMUSG00000015335,59,50
ENSMUSG00000015337,17,30
ENSMUSG00000015341,72,79
ENSMUSG00000015342,17,17
ENSMUSG00000015355,335,211
ENSMUSG00000015357,55,84
ENSMUSG00000015363,102,95
ENSMUSG00000015377,16,9
ENSMUSG00000015452,2,1
ENSMUSG00000015461,131,95
ENSMUSG00000015474,8,20
ENSMUSG00000015478,63,52
ENSMUSG00000015488,63,43
ENSMUSG00000015501,23,9
ENSMUSG00000015522,62,59
ENSMUSG00000015536,22,27
ENSMUSG00000015542,23,24
ENSMUSG00000015568,0,1
ENSMUSG00000015575,242,179
ENSMUSG00000015597,99,106
ENSMUSG00000015605,86,83
ENSMUSG00000015619,76,82
ENSMUSG00000015647,7,6
ENSMUSG00000015656,704,572
ENSMUSG00000015659,3,10
ENSMUSG00000015668,84,38
ENSMUSG00000015671,596,367
ENSMUSG00000015672,86,50
ENSMUSG00000015697,161,177
ENSMUSG00000015702,38,28
ENSMUSG00000015711,18,28
ENSMUSG00000015714,559,402
ENSMUSG00000015733,682,535
ENSMUSG00000015745,30,19
ENSMUSG00000015747,11,14
ENSMUSG00000015748,85,97
ENSMUSG00000015749,417,458
ENSMUSG00000015750,9,6
ENSMUSG00000015755,333,297
ENSMUSG00000015757,174,186
ENSMUSG00000015759,182,143
ENSMUSG00000015776,65,55
ENSMUSG00000015790,69,76
ENSMUSG00000015804,166,116
ENSMUSG00000015806,149,133
ENSMUSG00000015837,510,338
ENSMUSG00000015839,178,169
ENSMUSG00000015846,16,15
ENSMUSG00000015850,12,1
ENSMUSG00000015869,206,159
ENSMUSG00000015880,288,278
ENSMUSG00000015882,96,56
ENSMUSG00000015889,337,210
ENSMUSG00000015932,106,102
ENSMUSG00000015937,1844,1525
ENSMUSG00000015942,41,23
ENSMUSG00000015943,124,90
ENSMUSG00000015944,11,1
ENSMUSG00000015950,423,302
ENSMUSG00000015961,252,229
ENSMUSG00000015966,0,0
ENSMUSG00000015970,0,0
ENSMUSG00000015971,78,83
ENSMUSG00000015980,3,10
ENSMUSG00000015994,249,127
ENSMUSG00000016018,209,168
ENSMUSG00000016024,33,9
ENSMUSG00000016028,52,37
ENSMUSG00000016087,111,102
ENSMUSG00000016181,54,15
ENSMUSG00000016206,63,59
ENSMUSG00000016239,5,9
ENSMUSG00000016252,238,138
ENSMUSG00000016253,170,98
ENSMUSG00000016256,270,208
ENSMUSG00000016257,78,61
ENSMUSG00000016308,153,127
ENSMUSG00000016319,864,570
ENSMUSG00000016344,78,64
ENSMUSG00000016409,76,54
ENSMUSG00000016427,116,88
ENSMUSG00000016477,80,74
ENSMUSG00000016481,114,91
ENSMUSG00000016487,19,21
ENSMUSG00000016493,1,2
ENSMUSG00000016494,2087,1695
ENSMUSG00000016495,54,32
ENSMUSG00000016496,0,0
ENSMUSG00000016503,96,62
ENSMUSG00000016510,27,7
ENSMUSG00000016520,5,43
ENSMUSG00000016526,45,29
ENSMUSG00000016528,246,320
ENSMUSG00000016534,333,276
ENSMUSG00000016541,359,293
ENSMUSG00000016552,85,93
ENSMUSG00000016554,355,250
ENSMUSG00000016559,707,586
ENSMUSG00000016619,174,135
ENSMUSG00000016637,97,57
ENSMUSG00000016664,57,56
ENSMUSG00000016756,15,10
ENSMUSG00000016757,85,83
ENSMUSG00000016831,142,107
ENSMUSG00000016833,40,34
ENSMUSG00000016921,593,440
ENSMUSG00000016933,42,45
ENSMUSG00000016940,39,39
ENSMUSG00000016946,74,83
ENSMUSG00000016984,66,45
ENSMUSG00000017002,80,51
ENSMUSG00000017009,30,20
ENSMUSG00000017119,182,181
ENSMUSG00000017132,68,34
ENSMUSG00000017144,3,3
ENSMUSG00000017146,159,111
ENSMUSG00000017167,0,0
ENSMUSG00000017176,66,59
ENSMUSG00000017188,132,105
ENSMUSG00000017210,167,144
ENSMUSG00000017221,263,221
ENSMUSG00000017264,172,165
ENSMUSG00000017286,290,235
ENSMUSG00000017288,105,75
ENSMUSG00000017291,215,173
ENSMUSG00000017299,58,38
ENSMUSG00000017307,17,24
ENSMUSG00000017309,0,0
ENSMUSG00000017376,64,49
ENSMUSG00000017386,17,20
ENSMUSG00000017390,5,2
ENSMUSG00000017404,35,28
ENSMUSG00000017405,9,11
ENSMUSG00000017418,48,66
ENSMUSG00000017421,758,674
ENSMUSG00000017428,187,168
ENSMUSG00000017466,4,8
ENSMUSG00000017478,103,77
ENSMUSG00000017485,607,571
ENSMUSG00000017493,247,206
ENSMUSG00000017499,123,92
ENSMUSG00000017548,284,204
ENSMUSG00000017550,148,123
ENSMUSG00000017561,254,232
ENSMUSG00000017615,42,20
ENSMUSG00000017631,214,183
ENSMUSG00000017664,186,128
ENSMUSG00000017670,118,98
ENSMUSG00000017677,237,218
ENSMUSG00000017679,95,84
ENSMUSG00000017686,113,119
ENSMUSG00000017697,55,56
ENSMUSG00000017707,2227,2011
ENSMUSG00000017713,14,13
ENSMUSG00000017715,96,74
ENSMUSG00000017716,184,186
ENSMUSG00000017721,175,169
ENSMUSG00000017724,22,12
ENSMUSG00000017747,28,5
ENSMUSG00000017756,28,28
ENSMUSG00000017760,270,242
ENSMUSG00000017764,21,26
ENSMUSG00000017765,17,9
ENSMUSG00000017774,170,171
ENSMUSG00000017776,228,154
ENSMUSG00000017778,40,31
ENSMUSG00000017781,542,438
ENSMUSG00000017801,78,69
ENSMUSG00000017802,28,30
ENSMUSG00000017830,5,9
ENSMUSG00000017831,76,68
ENSMUSG00000017837,86,107
ENSMUSG00000017843,387,402
ENSMUSG00000017858,142,86
ENSMUSG00000017861,113,70
ENSMUSG00000017929,52,59
ENSMUSG00000017999,272,196
ENSMUSG00000018001,27,23
ENSMUSG00000018008,89,63
ENSMUSG00000018040,47,36
ENSMUSG00000018042,172,144
ENSMUSG00000018068,145,99
ENSMUSG00000018076,291,252
ENSMUSG00000018102,47,24
ENSMUSG00000018143,44,51
ENSMUSG00000018160,260,234
ENSMUSG00000018167,80,66
ENSMUSG00000018169,89,124
ENSMUSG00000018171,211,190
ENSMUSG00000018189,449,307
ENSMUSG00000018196,48,25
ENSMUSG00000018199,35,16
ENSMUSG00000018209,577,437
ENSMUSG00000018239,37,29
ENSMUSG00000018286,491,406
ENSMUSG00000018287,243,170
ENSMUSG00000018293,1182,834
ENSMUSG00000018322,137,102
ENSMUSG00000018326,644,570
ENSMUSG00000018334,13,6
ENSMUSG00000018340,236,180
ENSMUSG00000018341,14,3
ENSMUSG00000018347,32,33
ENSMUSG00000018362,32,35
ENSMUSG00000018363,70,55
ENSMUSG00000018372,54,18
ENSMUSG00000018377,122,123
ENSMUSG00000018378,6,6
ENSMUSG00000018379,897,729
ENSMUSG00000018381,7,7
ENSMUSG00000018395,44,19
ENSMUSG00000018398,20,11
ENSMUSG00000018401,65,72
ENSMUSG00000018405,21,19
ENSMUSG00000018411,20,3
ENSMUSG00000018412,154,134
ENSMUSG00000018415,58,63
ENSMUSG00000018425,104,52
ENSMUSG00000018427,6,3
ENSMUSG00000018428,90,77
ENSMUSG00000018433,127,156
ENSMUSG00000018442,107,76
ENSMUSG00000018446,665,471
ENSMUSG00000018449,99,68
ENSMUSG00000018474,143,122
ENSMUSG00000018476,67,45
ENSMUSG00000018481,185,190
ENSMUSG00000018501,904,723
ENSMUSG00000018507,93,65
ENSMUSG00000018509,248,166
ENSMUSG00000018537,7,11
ENSMUSG00000018541,25,26
ENSMUSG00000018547,33,26
ENSMUSG00000018548,263,175
ENSMUSG00000018559,56,49
ENSMUSG00000018565,168,106
ENSMUSG00000018567,269,232
ENSMUSG00000018570,32,10
ENSMUSG00000018572,72,33
ENSMUSG00000018574,26,25
ENSMUSG00000018581,6,0
ENSMUSG00000018583,471,458
ENSMUSG00000018585,121,71
ENSMUSG00000018593,16,24
ENSMUSG00000018599,8,9
ENSMUSG00000018651,76,33
ENSMUSG00000018654,552,432
ENSMUSG00000018659,71,41
ENSMUSG00000018661,44,57
ENSMUSG00000018666,234,180
ENSMUSG00000018669,103,85
ENSMUSG00000018677,339,275
ENSMUSG00000018678,39,41
ENSMUSG00000018697,134,98
ENSMUSG00000018707,551,457
ENSMUSG00000018733,23,30
ENSMUSG00000018736,132,105
ENSMUSG00000018740,7,9
ENSMUSG00000018750,9,13
ENSMUSG00000018761,63,57
ENSMUSG00000018765,61,51
ENSMUSG00000018770,775,544
ENSMUSG00000018774,25,21
ENSMUSG00000018796,39,46
ENSMUSG00000018809,30,19
ENSMUSG00000018819,14,26
ENSMUSG00000018820,54,28
ENSMUSG00000018821,33,16
ENSMUSG00000018841,70,39
ENSMUSG00000018846,124,105
ENSMUSG00000018848,202,244
ENSMUSG00000018858,119,68
ENSMUSG00000018861,58,46
ENSMUSG00000018882,154,110
ENSMUSG00000018899,88,72
ENSMUSG00000018900,14,5
ENSMUSG00000018906,1,0
ENSMUSG00000018909,148,141
ENSMUSG00000018921,121,111
ENSMUSG00000018923,27,41
ENSMUSG00000018930,1,4
ENSMUSG00000018931,34,36
ENSMUSG00000018932,255,177
ENSMUSG00000018965,197,166
ENSMUSG00000018974,157,150
ENSMUSG00000018983,18,13
ENSMUSG00000018986,52,35
ENSMUSG00000018995,43,24
ENSMUSG00000018999,397,310
ENSMUSG00000019027,15,6
ENSMUSG00000019039,112,96
ENSMUSG00000019054,295,256
ENSMUSG00000019055,34,29
ENSMUSG00000019066,60,57
ENSMUSG00000019080,24,12
ENSMUSG00000019082,30,23
ENSMUSG00000019087,335,227
ENSMUSG00000019088,26,16
ENSMUSG00000019122,2990,2162
ENSMUSG00000019124,8,2
ENSMUSG00000019132,327,220
ENSMUSG00000019139,419,309
ENSMUSG00000019143,57,69
ENSMUSG00000019158,183,95
ENSMUSG00000019173,74,71
ENSMUSG00000019179,873,656
ENSMUSG00000019188,483,400
ENSMUSG00000019189,152,147
ENSMUSG00000019210,298,186
ENSMUSG00000019214,16,46
ENSMUSG00000019235,9,1
ENSMUSG00000019254,93,79
ENSMUSG00000019261,146,164
ENSMUSG00000019295,63,87
ENSMUSG00000019297,236,123
ENSMUSG00000019301,7,0
ENSMUSG00000019302,128,110
ENSMUSG00000019303,46,33
ENSMUSG00000019338,133,101
ENSMUSG00000019362,235,198
ENSMUSG00000019370,323,241
ENSMUSG00000019373,266,215
ENSMUSG00000019428,497,405
ENSMUSG00000019432,766,614
ENSMUSG00000019433,95,100
ENSMUSG00000019437,30,24
ENSMUSG00000019461,474,366
ENSMUSG00000019464,5,2
ENSMUSG00000019467,1,3
ENSMUSG00000019470,151,98
ENSMUSG00000019471,468,405
ENSMUSG00000019478,12,0
ENSMUSG00000019487,26,18
ENSMUSG00000019494,309,214
ENSMUSG00000019505,409,294
ENSMUSG00000019518,45,47
ENSMUSG00000019528,89,65
ENSMUSG00000019558,1,2
ENSMUSG00000019564,80,76
ENSMUSG00000019578,98,86
ENSMUSG00000019579,245,196
ENSMUSG00000019659,132,71
ENSMUSG00000019689,95,44
ENSMUSG00000019699,75,47
ENSMUSG00000019710,96,70
ENSMUSG00000019715,183,94
ENSMUSG00000019726,64,51
ENSMUSG00000019731,81,68
ENSMUSG00000019732,2,3
ENSMUSG00000019738,62,32
ENSMUSG00000019761,5,11
ENSMUSG00000019763,29,25
ENSMUSG00000019768,124,124
ENSMUSG00000019773,87,94
ENSMUSG00000019774,28,28
ENSMUSG00000019777,388,298
ENSMUSG00000019782,27,23
ENSMUSG00000019790,306,258
ENSMUSG00000019791,10,11
ENSMUSG00000019792,63,31
ENSMUSG00000019794,98,66
ENSMUSG00000019795,206,186
ENSMUSG00000019797,17,10
ENSMUSG00000019802,172,173
ENSMUSG00000019804,377,314
ENSMUSG00000019808,15,10
ENSMUSG00000019809,49,44
ENSMUSG00000019810,167,130
ENSMUSG00000019813,77,39
ENSMUSG00000019814,138,81
ENSMUSG00000019818,704,528
ENSMUSG00000019820,220,178
ENSMUSG00000019822,43,22
ENSMUSG00000019823,119,99
ENSMUSG00000019826,36,40
ENSMUSG00000019832,49,52
ENSMUSG00000019837,176,148
ENSMUSG00000019838,130,88
ENSMUSG00000019841,148,128
ENSMUSG00000019842,5,3
ENSMUSG00000019843,97,75
ENSMUSG00000019845,60,35
ENSMUSG00000019849,237,235
ENSMUSG00000019850,6,8
ENSMUSG00000019854,433,360
ENSMUSG00000019857,125,82
ENSMUSG00000019861,46,71
ENSMUSG00000019863,29,35
ENSMUSG00000019864,37,37
ENSMUSG00000019868,103,87
ENSMUSG00000019873,127,89
ENSMUSG00000019876,140,108
ENSMUSG00000019877,364,297
ENSMUSG00000019878,60,13
ENSMUSG00000019883,18,22
ENSMUSG00000019897,102,51
ENSMUSG00000019907,190,190
ENSMUSG00000019916,139,133
ENSMUSG00000019917,0,7
ENSMUSG00000019920,710,628
ENSMUSG00000019923,280,233
ENSMUSG00000019927,65,42
ENSMUSG00000019942,540,387
ENSMUSG00000019943,153,109
ENSMUSG00000019944,31,20
ENSMUSG00000019945,7,9
ENSMUSG00000019947,114,72
ENSMUSG00000019948,41,20
ENSMUSG00000019951,211,153
ENSMUSG00000019952,71,59
ENSMUSG00000019960,457,390
ENSMUSG00000019961,566,581
ENSMUSG00000019969,112,121
ENSMUSG00000019970,2,1
ENSMUSG00000019971,60,59
ENSMUSG00000019975,26,37
ENSMUSG00000019977,212,145
ENSMUSG00000019978,192,140
ENSMUSG00000019979,89,124
ENSMUSG00000019982,1296,1120
ENSMUSG00000019984,95,100
ENSMUSG00000019986,54,73
ENSMUSG00000019988,38,55
ENSMUSG00000019990,49,51
ENSMUSG00000019992,70,51
ENSMUSG00000019996,11,3
ENSMUSG00000019998,104,86
ENSMUSG00000020003,164,102
ENSMUSG00000020007,20,25
ENSMUSG00000020009,201,148
ENSMUSG00000020014,0,1
ENSMUSG00000020015,119,91
ENSMUSG00000020018,20,16
ENSMUSG00000020021,0,2
ENSMUSG00000020022,96,56
ENSMUSG00000020023,1,1
ENSMUSG00000020024,493,352
ENSMUSG00000020027,123,148
ENSMUSG00000020029,152,112
ENSMUSG00000020034,52,61
ENSMUSG00000020038,38,22
ENSMUSG00000020042,2,2
ENSMUSG00000020048,1681,1444
ENSMUSG00000020052,2,0
ENSMUSG00000020056,96,54
ENSMUSG00000020057,0,0
ENSMUSG00000020063,34,45
ENSMUSG00000020064,134,100
ENSMUSG00000020069,128,86
ENSMUSG00000020070,47,18
ENSMUSG00000020074,552,460
ENSMUSG00000020075,327,305
ENSMUSG00000020076,125,78
ENSMUSG00000020077,1902,1382
ENSMUSG00000020078,149,138
ENSMUSG00000020079,70,56
ENSMUSG00000020085,14,9
ENSMUSG00000020087,92,70
ENSMUSG00000020088,285,218
ENSMUSG00000020089,282,256
ENSMUSG00000020091,402,337
ENSMUSG00000020092,0,1
ENSMUSG00000020097,103,94
ENSMUSG00000020098,22,14
ENSMUSG00000020100,24,16
ENSMUSG00000020101,10,8
ENSMUSG00000020102,2,15
ENSMUSG00000020107,96,74
ENSMUSG00000020108,7,5
ENSMUSG00000020109,54,78
ENSMUSG00000020111,110,129
ENSMUSG00000020114,241,235
ENSMUSG00000020115,96,82
ENSMUSG00000020116,103,124
ENSMUSG00000020120,367,340
ENSMUSG00000020124,180,144
ENSMUSG00000020125,2,3
ENSMUSG00000020128,68,53
ENSMUSG00000020130,168,113
ENSMUSG00000020131,38,23
ENSMUSG00000020132,117,120
ENSMUSG00000020133,96,85
ENSMUSG00000020134,38,29
ENSMUSG00000020137,45,26
ENSMUSG00000020142,6,0
ENSMUSG00000020143,444,346
ENSMUSG00000020149,321,240
ENSMUSG00000020150,4,2
ENSMUSG00000020152,287,212
ENSMUSG00000020153,313,239
ENSMUSG00000020156,83,83
ENSMUSG00000020160,261,222
ENSMUSG00000020163,165,87
ENSMUSG00000020166,161,136
ENSMUSG00000020167,179,171
ENSMUSG00000020170,74,68
ENSMUSG00000020171,104,91
ENSMUSG00000020175,23,14
ENSMUSG00000020180,177,139
ENSMUSG00000020183,9,2
ENSMUSG00000020184,92,88
ENSMUSG00000020185,29,22
ENSMUSG00000020186,2,9
ENSMUSG00000020189,455,432
ENSMUSG00000020190,161,154
ENSMUSG00000020193,2,2
ENSMUSG00000020196,273,212
ENSMUSG00000020198,155,199
ENSMUSG00000020211,70,67
ENSMUSG00000020212,25,36
ENSMUSG00000020219,243,174
ENSMUSG00000020220,104,95
ENSMUSG00000020224,76,46
ENSMUSG00000020225,234,181
ENSMUSG00000020227,28,39
ENSMUSG00000020228,116,129
ENSMUSG00000020230,12,13
ENSMUSG00000020231,7,12
ENSMUSG00000020232,40,25
ENSMUSG00000020235,243,170
ENSMUSG00000020238,220,151
ENSMUSG00000020246,66,56
ENSMUSG00000020248,105,90
ENSMUSG00000020250,385,286
ENSMUSG00000020251,0,0
ENSMUSG00000020253,41,45
ENSMUSG00000020255,76,87
ENSMUSG00000020257,135,128
ENSMUSG00000020260,117,118
ENSMUSG00000020261,49,27
ENSMUSG00000020263,40,37
ENSMUSG00000020265,471,302
ENSMUSG00000020267,516,349
ENSMUSG00000020268,10,6
ENSMUSG00000020271,217,179
ENSMUSG00000020272,156,109
ENSMUSG00000020273,47,42
ENSMUSG00000020275,178,163
ENSMUSG00000020277,463,345
ENSMUSG00000020280,123,163
ENSMUSG00000020283,122,102
ENSMUSG00000020284,24,15
ENSMUSG00000020287,13,9
ENSMUSG00000020288,57,67
ENSMUSG00000020289,69,49
ENSMUSG00000020290,403,380
ENSMUSG00000020300,40,25
ENSMUSG00000020303,5,0
ENSMUSG00000020305,82,39
ENSMUSG00000020307,128,115
ENSMUSG00000020308,66,58
ENSMUSG00000020309,11,4
ENSMUSG00000020311,67,57
ENSMUSG00000020315,733,673
ENSMUSG00000020319,15,26
ENSMUSG00000020321,638,454
ENSMUSG00000020323,27,26
ENSMUSG00000020326,97,119
ENSMUSG00000020327,0,0
ENSMUSG00000020328,285,193
ENSMUSG00000020329,101,67
ENSMUSG00000020330,213,159
ENSMUSG00000020331,1,6
ENSMUSG00000020334,13,9
ENSMUSG00000020340,852,771
ENSMUSG00000020346,145,107
ENSMUSG00000020349,824,662
ENSMUSG00000020358,1487,1184
ENSMUSG00000020359,139,108
ENSMUSG00000020361,604,540
ENSMUSG00000020362,288,277
ENSMUSG00000020366,99,90
ENSMUSG00000020368,1230,1073
ENSMUSG00000020372,4320,3150
ENSMUSG00000020375,56,53
ENSMUSG00000020376,502,324
ENSMUSG00000020377,0,1
ENSMUSG00000020380,280,217
ENSMUSG00000020381,6,4
ENSMUSG00000020385,59,55
ENSMUSG00000020386,109,82
ENSMUSG00000020387,79,132
ENSMUSG00000020388,10,10
ENSMUSG00000020389,9,7
ENSMUSG00000020390,208,132
ENSMUSG00000020392,246,162
ENSMUSG00000020393,18,24
ENSMUSG00000020396,80,51
ENSMUSG00000020397,24,25
ENSMUSG00000020399,1,8
ENSMUSG00000020400,51,40
ENSMUSG00000020402,331,348
ENSMUSG00000020409,157,106
ENSMUSG00000020412,185,103
ENSMUSG00000020413,60,69
ENSMUSG00000020415,35,36
ENSMUSG00000020420,18,16
ENSMUSG00000020422,231,213
ENSMUSG00000020423,6,4
ENSMUSG00000020424,1,1
ENSMUSG00000020430,127,152
ENSMUSG00000020432,164,134
ENSMUSG00000020437,309,328
ENSMUSG00000020439,114,130
ENSMUSG00000020440,164,138
ENSMUSG00000020441,58,43
ENSMUSG00000020444,115,86
ENSMUSG00000020448,55,15
ENSMUSG00000020451,59,63
ENSMUSG00000020453,141,91
ENSMUSG00000020454,151,119
ENSMUSG00000020455,48,50
ENSMUSG00000020456,496,510
ENSMUSG00000020457,342,274
ENSMUSG00000020458,98,98
ENSMUSG00000020459,123,59
ENSMUSG00000020460,52,28
ENSMUSG00000020462,63,91
ENSMUSG00000020463,181,191
ENSMUSG00000020464,86,75
ENSMUSG00000020471,220,189
ENSMUSG00000020472,83,71
ENSMUSG00000020473,66,56
ENSMUSG00000020474,9,10
ENSMUSG00000020476,152,132
ENSMUSG00000020477,104,76
ENSMUSG00000020482,117,87
ENSMUSG00000020483,32,19
ENSMUSG00000020484,229,185
ENSMUSG00000020485,56,32
ENSMUSG00000020491,19,2
ENSMUSG00000020492,73,52
ENSMUSG00000020493,49,63
ENSMUSG00000020495,85,78
ENSMUSG00000020496,361,336
ENSMUSG00000020513,32,32
ENSMUSG00000020514,16,17
ENSMUSG00000020515,186,133
ENSMUSG00000020516,145,129
ENSMUSG00000020519,26,28
ENSMUSG00000020520,12,8
ENSMUSG00000020521,81,63
ENSMUSG00000020522,128,102
ENSMUSG00000020523,83,93
ENSMUSG00000020525,59,85
ENSMUSG00000020526,60,39
ENSMUSG00000020527,23,25
ENSMUSG00000020528,27,23
ENSMUSG00000020530,309,234
ENSMUSG00000020532,147,114
ENSMUSG00000020534,212,186
ENSMUSG00000020536,101,101
ENSMUSG00000020537,166,108
ENSMUSG00000020538,168,178
ENSMUSG00000020541,16,9
ENSMUSG00000020544,7,6
ENSMUSG00000020546,50,60
ENSMUSG00000020547,512,393
ENSMUSG00000020549,58,62
ENSMUSG00000020553,57,56
ENSMUSG00000020561,107,97
ENSMUSG00000020564,120,95
ENSMUSG00000020570,398,296
ENSMUSG00000020571,865,751
ENSMUSG00000020572,173,110
ENSMUSG00000020573,442,373
ENSMUSG00000020576,76,37
ENSMUSG00000020577,402,269
ENSMUSG00000020580,216,182
ENSMUSG00000020585,132,148
ENSMUSG00000020589,69,74
ENSMUSG00000020590,36,41
ENSMUSG00000020592,105,125
ENSMUSG00000020593,24,14
ENSMUSG00000020594,341,245
ENSMUSG00000020598,3,1
ENSMUSG00000020604,6,0
ENSMUSG00000020605,11,25
ENSMUSG00000020608,374,270
ENSMUSG00000020609,0,1
ENSMUSG00000020610,39,24
ENSMUSG00000020611,242,224
ENSMUSG00000020612,650,572
ENSMUSG00000020621,29,28
ENSMUSG00000020623,33,35
ENSMUSG00000020628,167,109
ENSMUSG00000020629,261,146
ENSMUSG00000020630,67,40
ENSMUSG00000020634,70,63
